age,monthly_income,credit_utilization_ratio,loan_amount,loan_duration_months,num_late_payments,existing_loans_count,account_tenure_years,employment_type,education_level,marital_status,region,customer_financial_statement,default_risk,sentiment,sentiment_score,financial_stress_level,risk_category
37,7900.0,0.29,24000.0,36,0,1,9,Salaried,Bachelor,Married,Urban,"Maintaining excellent credit is important to me, and I'm very diligent.",0,neutral,0.8104933500289917,Low,Low Risk
64,15000.0,0.13,47000.0,60,0,0,19,Self-Employed,Master,Married,Rural,"I have multiple income streams, ensuring stable financial health.",0,neutral,0.6868662238121033,Low,Low Risk
41,2900.0,0.81,25000.0,48,6,4,6,Unemployed,Diploma,Married,Urban,"My income is irregular, and I'm finding it hard to meet all my financial obligations.",1,negative,0.9553567171096802,High,High Risk
49,10800.0,0.18,32000.0,48,0,1,16,Salaried,Bachelor,Divorced,Urban,I have a solid financial foundation and a strong commitment to timely payments.,0,positive,0.5507855415344238,Low,Low Risk
23,1700.0,0.98,10000.0,24,9,5,1,Student,High School,Single,Rural,I've had to choose between paying bills and buying groceries lately.,1,neutral,0.5153932571411133,Low,Low Risk
31,6200.0,0.35,17000.0,36,0,1,6,Self-Employed,Bachelor,Single,Suburban,"With my consistent savings, I'm prepared for any unexpected financial turns.",0,neutral,0.5675471425056458,Low,Low Risk
68,18000.0,0.1,49000.0,60,0,0,20,Self-Employed,Master,Divorced,Urban,I've built up considerable equity and have a very secure financial position.,0,positive,0.5716017484664917,Low,Low Risk
34,2300.0,0.87,20000.0,48,7,5,4,Unemployed,High School,Single,Urban,"I lost my job recently, and my savings are almost depleted.",1,negative,0.8907989859580994,High,High Risk
50,9500.0,0.24,28000.0,36,0,1,15,Salaried,Master,Married,Suburban,"My financial situation is comfortable, and I have plans for this loan.",0,positive,0.5166290998458862,Low,Low Risk
21,1500.0,0.95,12000.0,60,6,3,0,Student,High School,Single,Rural,"This loan is critical, but I'm unsure how I'll handle another monthly payment.",1,neutral,0.4994480609893799,Low,Low Risk
57,16000.0,0.15,48000.0,60,0,0,19,Salaried,Master,Married,Urban,I prioritize my financial health and never overextend myself with debt.,0,neutral,0.9241041541099548,Low,Low Risk
36,3100.0,0.86,27000.0,48,8,5,5,Self-Employed,Diploma,Married,Suburban,My existing loan payments are already very high compared to my monthly earnings.,1,negative,0.9388460516929626,High,High Risk
43,8100.0,0.27,25000.0,36,0,1,13,Salaried,Bachelor,Married,Rural,This loan will help me achieve a personal goal without straining my budget.,0,positive,0.8232228755950928,Low,Low Risk
62,2800.0,0.92,30000.0,60,9,4,6,Unemployed,High School,Divorced,Urban,I'm considering bankruptcy if things don't improve very soon.,1,negative,0.6297991871833801,Medium,Watchlist
29,5000.0,0.33,12000.0,24,0,0,5,Salaried,Bachelor,Single,Suburban,I'm responsible with my payments and aim to keep my credit score high.,0,neutral,0.752217173576355,Low,Low Risk
51,11800.0,0.2,34000.0,48,0,1,16,Self-Employed,Master,Married,Rural,"I have multiple income streams, ensuring stable financial health.",0,neutral,0.6868662238121033,Low,Low Risk
28,2000.0,0.79,10000.0,24,5,3,3,Student,Diploma,Single,Urban,My financial situation is very fragile after a recent family emergency.,1,negative,0.9279860854148865,High,High Risk
47,10000.0,0.26,30000.0,36,0,1,14,Salaried,Bachelor,Married,Urban,I'm planning a significant purchase and have accounted for the loan payments.,0,neutral,0.7639678120613098,Low,Low Risk
69,2600.0,0.84,29000.0,60,7,4,4,Unemployed,High School,Divorced,Suburban,"I'm hoping this loan will buy me some time, but it's a very risky move for me.",1,neutral,0.8005279302597046,Low,Low Risk
40,8300.0,0.23,26000.0,48,0,1,12,Salaried,Bachelor,Married,Rural,"With my steady job, meeting financial obligations is never a problem.",0,neutral,0.5238998532295227,Low,Low Risk
25,1800.0,0.96,17000.0,36,8,4,3,Student,High School,Single,Urban,"My credit score has dropped significantly, and I'm having trouble getting help.",1,negative,0.9719923734664917,High,High Risk
58,17000.0,0.12,49000.0,60,0,0,20,Self-Employed,Master,Married,Suburban,I save regularly and believe in financial prudence.,0,neutral,0.8926659822463989,Low,Low Risk
32,2200.0,0.85,19000.0,48,7,5,4,Self-Employed,Diploma,Married,Rural,"My small business is struggling, making it difficult to predict future earnings.",1,negative,0.9607757329940796,High,High Risk
44,9200.0,0.21,27000.0,36,0,1,13,Salaried,Bachelor,Married,Urban,I have a stable career and always prioritize paying my debts on time.,0,neutral,0.9023917317390442,Low,Low Risk
26,2000.0,0.9,13000.0,24,6,4,3,Unemployed,High School,Single,Suburban,I've been unemployed for a while and haven't found a stable job yet.,1,negative,0.614322304725647,Medium,Watchlist
65,19000.0,0.1,50000.0,60,0,0,20,Salaried,Master,Married,Urban,"My finances are strong, and I consistently make payments ahead of schedule.",0,neutral,0.5924282073974609,Low,Low Risk
38,2500.0,0.8,26000.0,48,5,3,6,Self-Employed,Diploma,Married,Rural,I'm struggling to keep up with my current payments due to unexpected expenses.,1,negative,0.9643491506576538,High,High Risk
53,12500.0,0.18,37000.0,60,0,0,17,Self-Employed,Master,Married,Suburban,I've been a loyal customer for years and always meet my obligations.,0,neutral,0.7462852597236633,Low,Low Risk
24,1600.0,0.93,14000.0,36,7,4,3,Student,High School,Single,Rural,I'm worried about eviction if I can't find a way to pay my rent soon.,1,negative,0.851896345615387,High,High Risk
46,11000.0,0.2,33000.0,48,0,1,15,Salaried,Master,Divorced,Urban,My financial history shows a strong track record of responsible borrowing.,0,positive,0.5362354516983032,Low,Low Risk
63,3000.0,0.88,30000.0,60,9,4,5,Unemployed,Diploma,Married,Urban,"This loan is crucial, but I foresee challenges in making consistent payments.",1,positive,0.6153638362884521,Low,Low Risk
31,6000.0,0.3,16000.0,36,1,0,6,Salaried,Bachelor,Single,Suburban,I believe in living within my means and only borrow what I can easily repay.,0,neutral,0.9236062169075012,Low,Low Risk
54,13000.0,0.19,38000.0,60,0,1,17,Self-Employed,Master,Married,Rural,I save regularly and believe in financial prudence.,0,neutral,0.8926659822463989,Low,Low Risk
22,1700.0,0.97,14000.0,48,7,4,1,Student,High School,Single,Urban,I've had to choose between paying bills and buying groceries lately.,1,neutral,0.5153932571411133,Low,Low Risk
35,7000.0,0.28,20000.0,24,0,1,8,Salaried,Bachelor,Married,Urban,"This loan will help consolidate some minor debts, simplifying my finances.",0,positive,0.7512184977531433,Low,Low Risk
69,2500.0,0.8,28000.0,60,6,5,4,Unemployed,Diploma,Divorced,Suburban,A sudden divorce has left me in a very difficult financial position.,1,negative,0.9454715847969055,High,High Risk
42,9000.0,0.2,27000.0,36,0,1,12,Self-Employed,Bachelor,Married,Rural,"My income has been consistent for years, allowing for comfortable loan repayments.",0,positive,0.9362183213233948,Low,Low Risk
26,1800.0,0.91,13000.0,48,8,4,3,Unemployed,High School,Single,Urban,I've been unemployed for a while and haven't found a stable job yet.,1,negative,0.614322304725647,Medium,Watchlist
65,19000.0,0.1,50000.0,60,0,0,20,Salaried,Master,Married,Urban,"My finances are strong, and I consistently make payments ahead of schedule.",0,neutral,0.5924282073974609,Low,Low Risk
38,2500.0,0.8,26000.0,48,5,3,6,Self-Employed,Diploma,Married,Rural,I'm struggling to keep up with my current payments due to unexpected expenses.,1,negative,0.9643491506576538,High,High Risk
53,12500.0,0.18,37000.0,60,0,0,17,Self-Employed,Master,Married,Suburban,I've been a loyal customer for years and always meet my obligations.,0,neutral,0.7462852597236633,Low,Low Risk
24,1600.0,0.93,14000.0,36,7,4,3,Student,High School,Single,Rural,I'm worried about eviction if I can't find a way to pay my rent soon.,1,negative,0.851896345615387,High,High Risk
46,11000.0,0.2,33000.0,48,0,1,15,Salaried,Master,Divorced,Urban,My financial history shows a strong track record of responsible borrowing.,0,positive,0.5362354516983032,Low,Low Risk
63,3000.0,0.88,30000.0,60,9,4,5,Unemployed,Diploma,Married,Urban,"This loan is crucial, but I foresee challenges in making consistent payments.",1,positive,0.6153638362884521,Low,Low Risk
31,6000.0,0.3,16000.0,36,1,0,6,Salaried,Bachelor,Single,Suburban,I believe in living within my means and only borrow what I can easily repay.,0,neutral,0.9236062169075012,Low,Low Risk
54,13000.0,0.19,38000.0,60,0,1,17,Self-Employed,Master,Married,Rural,I save regularly and believe in financial prudence.,0,neutral,0.8926659822463989,Low,Low Risk
22,1700.0,0.97,14000.0,48,7,4,1,Student,High School,Single,Urban,I've had to choose between paying bills and buying groceries lately.,1,neutral,0.5153932571411133,Low,Low Risk
35,7000.0,0.28,20000.0,24,0,1,8,Salaried,Bachelor,Married,Urban,"This loan will help consolidate some minor debts, simplifying my finances.",0,positive,0.7512184977531433,Low,Low Risk
69,2500.0,0.8,28000.0,60,6,5,4,Unemployed,Diploma,Divorced,Suburban,A sudden divorce has left me in a very difficult financial position.,1,negative,0.9454715847969055,High,High Risk
42,9000.0,0.2,27000.0,36,0,1,12,Self-Employed,Bachelor,Married,Rural,"My income has been consistent for years, allowing for comfortable loan repayments.",0,positive,0.9362183213233948,Low,Low Risk
26,1800.0,0.91,13000.0,48,8,4,3,Unemployed,High School,Single,Urban,I've been unemployed for a while and haven't found a stable job yet.,1,negative,0.614322304725647,Medium,Watchlist
65,19000.0,0.1,50000.0,60,0,0,20,Salaried,Master,Married,Urban,"My finances are strong, and I consistently make payments ahead of schedule.",0,neutral,0.5924282073974609,Low,Low Risk
38,2500.0,0.8,26000.0,48,5,3,6,Self-Employed,Diploma,Married,Rural,I'm struggling to keep up with my current payments due to unexpected expenses.,1,negative,0.9643491506576538,High,High Risk
53,12500.0,0.18,37000.0,60,0,0,17,Self-Employed,Master,Married,Suburban,I've been a loyal customer for years and always meet my obligations.,0,neutral,0.7462852597236633,Low,Low Risk
24,1600.0,0.93,14000.0,36,7,4,3,Student,High School,Single,Rural,I'm worried about eviction if I can't find a way to pay my rent soon.,1,negative,0.851896345615387,High,High Risk
46,11000.0,0.2,33000.0,48,0,1,15,Salaried,Master,Divorced,Urban,My financial history shows a strong track record of responsible borrowing.,0,positive,0.5362354516983032,Low,Low Risk
63,3000.0,0.88,30000.0,60,9,4,5,Unemployed,Diploma,Married,Urban,"This loan is crucial, but I foresee challenges in making consistent payments.",1,positive,0.6153638362884521,Low,Low Risk
31,6000.0,0.3,16000.0,36,1,0,6,Salaried,Bachelor,Single,Suburban,I believe in living within my means and only borrow what I can easily repay.,0,neutral,0.9236062169075012,Low,Low Risk
54,13000.0,0.19,38000.0,60,0,1,17,Self-Employed,Master,Married,Rural,I save regularly and believe in financial prudence.,0,neutral,0.8926659822463989,Low,Low Risk
22,1700.0,0.97,14000.0,48,7,4,1,Student,High School,Single,Urban,I've had to choose between paying bills and buying groceries lately.,1,neutral,0.5153932571411133,Low,Low Risk
35,7000.0,0.28,20000.0,24,0,1,8,Salaried,Bachelor,Married,Urban,"This loan will help consolidate some minor debts, simplifying my finances.",0,positive,0.7512184977531433,Low,Low Risk
69,2500.0,0.8,28000.0,60,6,5,4,Unemployed,Diploma,Divorced,Suburban,A sudden divorce has left me in a very difficult financial position.,1,negative,0.9454715847969055,High,High Risk
42,9000.0,0.2,27000.0,36,0,1,12,Self-Employed,Bachelor,Married,Rural,"My income has been consistent for years, allowing for comfortable loan repayments.",0,positive,0.9362183213233948,Low,Low Risk
26,1800.0,0.91,13000.0,48,8,4,3,Unemployed,High School,Single,Urban,I've been unemployed for a while and haven't found a stable job yet.,1,negative,0.614322304725647,Medium,Watchlist
65,19000.0,0.1,50000.0,60,0,0,20,Salaried,Master,Married,Urban,"My finances are strong, and I consistently make payments ahead of schedule.",0,neutral,0.5924282073974609,Low,Low Risk
38,2500.0,0.8,26000.0,48,5,3,6,Self-Employed,Diploma,Married,Rural,I'm struggling to keep up with my current payments due to unexpected expenses.,1,negative,0.9643491506576538,High,High Risk
53,12500.0,0.18,37000.0,60,0,0,17,Self-Employed,Master,Married,Suburban,I've been a loyal customer for years and always meet my obligations.,0,neutral,0.7462852597236633,Low,Low Risk
24,1600.0,0.93,14000.0,36,7,4,3,Student,High School,Single,Rural,I'm worried about eviction if I can't find a way to pay my rent soon.,1,negative,0.851896345615387,High,High Risk
46,11000.0,0.2,33000.0,48,0,1,15,Salaried,Master,Divorced,Urban,My financial history shows a strong track record of responsible borrowing.,0,positive,0.5362354516983032,Low,Low Risk
63,3000.0,0.88,30000.0,60,9,4,5,Unemployed,Diploma,Married,Urban,"This loan is crucial, but I foresee challenges in making consistent payments.",1,positive,0.6153638362884521,Low,Low Risk
31,6000.0,0.3,16000.0,36,1,0,6,Salaried,Bachelor,Single,Suburban,I believe in living within my means and only borrow what I can easily repay.,0,neutral,0.9236062169075012,Low,Low Risk
54,13000.0,0.19,38000.0,60,0,1,17,Self-Employed,Master,Married,Rural,I save regularly and believe in financial prudence.,0,neutral,0.8926659822463989,Low,Low Risk
22,1700.0,0.97,14000.0,48,7,4,1,Student,High School,Single,Urban,I've had to choose between paying bills and buying groceries lately.,1,neutral,0.5153932571411133,Low,Low Risk
35,7000.0,0.28,20000.0,24,0,1,8,Salaried,Bachelor,Married,Urban,"This loan will help consolidate some minor debts, simplifying my finances.",0,positive,0.7512184977531433,Low,Low Risk
69,2500.0,0.8,28000.0,60,6,5,4,Unemployed,Diploma,Divorced,Suburban,A sudden divorce has left me in a very difficult financial position.,1,negative,0.9454715847969055,High,High Risk
42,9000.0,0.2,27000.0,36,0,1,12,Self-Employed,Bachelor,Married,Rural,"My income has been consistent for years, allowing for comfortable loan repayments.",0,positive,0.9362183213233948,Low,Low Risk
26,1800.0,0.91,13000.0,48,8,4,3,Unemployed,High School,Single,Urban,I've been unemployed for a while and haven't found a stable job yet.,1,negative,0.614322304725647,Medium,Watchlist
65,19000.0,0.1,50000.0,60,0,0,20,Salaried,Master,Married,Urban,"My finances are strong, and I consistently make payments ahead of schedule.",0,neutral,0.5924282073974609,Low,Low Risk
38,2500.0,0.8,26000.0,48,5,3,6,Self-Employed,Diploma,Married,Rural,I'm struggling to keep up with my current payments due to unexpected expenses.,1,negative,0.9643491506576538,High,High Risk
53,12500.0,0.18,37000.0,60,0,0,17,Self-Employed,Master,Married,Suburban,I've been a loyal customer for years and always meet my obligations.,0,neutral,0.7462852597236633,Low,Low Risk
24,1600.0,0.93,14000.0,36,7,4,3,Student,High School,Single,Rural,I'm worried about eviction if I can't find a way to pay my rent soon.,1,negative,0.851896345615387,High,High Risk
46,11000.0,0.2,33000.0,48,0,1,15,Salaried,Master,Divorced,Urban,My financial history shows a strong track record of responsible borrowing.,0,positive,0.5362354516983032,Low,Low Risk
63,3000.0,0.88,30000.0,60,9,4,5,Unemployed,Diploma,Married,Urban,"This loan is crucial, but I foresee challenges in making consistent payments.",1,positive,0.6153638362884521,Low,Low Risk
31,6000.0,0.3,16000.0,36,1,0,6,Salaried,Bachelor,Single,Suburban,I believe in living within my means and only borrow what I can easily repay.,0,neutral,0.9236062169075012,Low,Low Risk
54,13000.0,0.19,38000.0,60,0,1,17,Self-Employed,Master,Married,Rural,I save regularly and believe in financial prudence.,0,neutral,0.8926659822463989,Low,Low Risk
22,1700.0,0.97,14000.0,48,7,4,1,Student,High School,Single,Urban,I've had to choose between paying bills and buying groceries lately.,1,neutral,0.5153932571411133,Low,Low Risk
35,7000.0,0.28,20000.0,24,0,1,8,Salaried,Bachelor,Married,Urban,"This loan will help consolidate some minor debts, simplifying my finances.",0,positive,0.7512184977531433,Low,Low Risk
